"year","inc_type","prop_use","fires","battery"
"2006","Outside rubbish fire","Storage","453","0"
"2006","Outside rubbish fire",NULL,"2975","0"
"2006","Special outside fire","Assembly","859","0"
"2006","Special outside fire","Educational","420","0"
"2006","Special outside fire","Health Care, Detention & Correction","122","0"
"2006","Special outside fire","Industrial, Utility, Defense, Agriculture, Mining","1518","0"
"2006","Special outside fire","Manufacturing, processing","496","0"
"2006","Special outside fire","Mercantile, Business","1189","0"
"2006","Special outside fire","Outside or special property","7224","1"
"2006","Special outside fire","Parking","951","0"
"2006","Special outside fire","PROPERTY USE","16","0"
"2006","Special outside fire","Residential","5515","0"
"2006","Special outside fire","Roadway","3649","0"
"2006","Special outside fire","Storage","1618","0"
"2006","Special outside fire",NULL,"1566","0"
"2006","Structure Fire","Assembly","6113","0"
"2006","Structure Fire","Educational","2397","0"
"2006","Structure Fire","Health Care, Detention & Correction","2365","0"
"2006","Structure Fire","Industrial, Utility, Defense, Agriculture, Mining","1700","2"
"2006","Structure Fire","Manufacturing, processing","3947","0"
"2006","Structure Fire","Mercantile, Business","10042","4"
"2006","Structure Fire","Outside or special property","2314","0"
"2006","Structure Fire","Parking","5361","0"
"2006","Structure Fire","PROPERTY USE","516","0"
"2006","Structure Fire","Residential","154186","8"
"2006","Structure Fire","Roadway","3584","0"
"2006","Structure Fire","Storage","10651","1"
"2006","Structure Fire",NULL,"5872","1"
"2007","Cultivated vegetation, crop fire","Assembly","154","0"
"2007","Cultivated vegetation, crop fire","Educational","55","0"
"2007","Cultivated vegetation, crop fire","Health Care, Detention & Correction","39","0"
"2007","Cultivated vegetation, crop fire","Industrial, Utility, Defense, Agriculture, Mining","1371","0"
"2007","Cultivated vegetation, crop fire","Manufacturing, processing","53","0"
"2007","Cultivated vegetation, crop fire","Mercantile, Business","263","0"
"2007","Cultivated vegetation, crop fire","Outside or special property","2972","0"
"2007","Cultivated vegetation, crop fire","Parking","232","0"
"2007","Cultivated vegetation, crop fire","PROPERTY USE","24","0"
"2007","Cultivated vegetation, crop fire","Residential","804","0"
"2007","Cultivated vegetation, crop fire","Roadway","592","0"
"2007","Cultivated vegetation, crop fire","Storage","196","0"
"2007","Cultivated vegetation, crop fire",NULL,"625","0"
"2007","Fire in mobile property used as a fixed structure","Assembly","100","0"
"2007","Fire in mobile property used as a fixed structure","Educational","72","0"
"2007","Fire in mobile property used as a fixed structure","Health Care, Detention & Correction","9","0"
"2007","Fire in mobile property used as a fixed structure","Industrial, Utility, Defense, Agriculture, Mining","67","0"
"2007","Fire in mobile property used as a fixed structure","Manufacturing, processing","38","0"
"2007","Fire in mobile property used as a fixed structure","Mercantile, Business","136","0"
"2007","Fire in mobile property used as a fixed structure","Outside or special property","594","0"
"2007","Fire in mobile property used as a fixed structure","Parking","177","0"
"2007","Fire in mobile property used as a fixed structure","PROPERTY USE","61","0"
"2007","Fire in mobile property used as a fixed structure","Residential","8841","0"
"2007","Fire in mobile property used as a fixed structure","Roadway","355","1"
"2007","Fire in mobile property used as a fixed structure","Storage","525","0"
"2007","Fire in mobile property used as a fixed structure",NULL,"452","0"
"2007","Fire, other","Assembly","370","0"
"2007","Fire, other","Educational","236","0"
"2007","Fire, other","Health Care, Detention & Correction","204","0"
"2007","Fire, other","Industrial, Utility, Defense, Agriculture, Mining","274","0"
"2007","Fire, other","Manufacturing, processing","321","0"
"2007","Fire, other","Mercantile, Business","656","0"
"2007","Fire, other","Outside or special property","1156","0"
"2007","Fire, other","Parking","253","0"
"2007","Fire, other","PROPERTY USE","74","0"
"2007","Fire, other","Residential","5107","0"
"2007","Fire, other","Roadway","661","0"
"2007","Fire, other","Storage","495","1"
"2007","Fire, other",NULL,"1402","0"
"2007","Mobile property (vehicle) fire","Assembly","1823","0"
"2007","Mobile property (vehicle) fire","Educational","600","0"
"2007","Mobile property (vehicle) fire","Health Care, Detention & Correction","428","0"
"2007","Mobile property (vehicle) fire","Industrial, Utility, Defense, Agriculture, Mining","2253","0"
"2007","Mobile property (vehicle) fire","Manufacturing, processing","581","0"
"2007","Mobile property (vehicle) fire","Mercantile, Business","7555","2"
"2007","Mobile property (vehicle) fire","Outside or special property","13564","2"
"2007","Mobile property (vehicle) fire","Parking","26945","15"
"2007","Mobile property (vehicle) fire","PROPERTY USE","285","0"
"2007","Mobile property (vehicle) fire","Residential","9727","3"
"2007","Mobile property (vehicle) fire","Roadway","78132","41"
"2007","Mobile property (vehicle) fire","Storage","1152","2"
"2007","Mobile property (vehicle) fire",NULL,"17290","2"
"2007","Natural vegetation fire","Assembly","2935","0"
"2007","Natural vegetation fire","Educational","894","0"
"2007","Natural vegetation fire","Health Care, Detention & Correction","638","0"
"2007","Natural vegetation fire","Industrial, Utility, Defense, Agriculture, Mining","8312","0"
"2007","Natural vegetation fire","Manufacturing, processing","375","0"
"2007","Natural vegetation fire","Mercantile, Business","4712","0"
"2007","Natural vegetation fire","Outside or special property","94477","0"
"2007","Natural vegetation fire","Parking","4991","0"
"2007","Natural vegetation fire","PROPERTY USE","440","0"
"2007","Natural vegetation fire","Residential","18481","0"
"2007","Natural vegetation fire","Roadway","23704","0"
"2007","Natural vegetation fire","Storage","603","0"
"2007","Natural vegetation fire",NULL,"16593","0"
"2007","Outside rubbish fire","Assembly","1043","0"
"2007","Outside rubbish fire","Educational","600","0"
"2007","Outside rubbish fire","Health Care, Detention & Correction","102","0"
"2007","Outside rubbish fire","Industrial, Utility, Defense, Agriculture, Mining","413","0"
"2007","Outside rubbish fire","Manufacturing, processing","334","0"
"2007","Outside rubbish fire","Mercantile, Business","1602","0"
"2007","Outside rubbish fire","Outside or special property","9608","0"
"2007","Outside rubbish fire","Parking","3785","0"
"2007","Outside rubbish fire","PROPERTY USE","42","0"
"2007","Outside rubbish fire","Residential","7207","0"
"2007","Outside rubbish fire","Roadway","6765","0"
"2007","Outside rubbish fire","Storage","536","0"
"2007","Outside rubbish fire",NULL,"3157","0"
"2007","Special outside fire","Assembly","968","0"
"2007","Special outside fire","Educational","428","0"
"2007","Special outside fire","Health Care, Detention & Correction","160","0"
"2007","Special outside fire","Industrial, Utility, Defense, Agriculture, Mining","1499","1"
"2007","Special outside fire","Manufacturing, processing","574","0"
"2007","Special outside fire","Mercantile, Business","1438","0"
"2007","Special outside fire","Outside or special property","7455","0"
"2007","Special outside fire","Parking","1132","1"
"2007","Special outside fire","PROPERTY USE","22","0"
"2007","Special outside fire","Residential","6269","0"
"2007","Special outside fire","Roadway","3760","0"
"2007","Special outside fire","Storage","1736","1"
"2007","Special outside fire",NULL,"1617","0"
"2007","Structure Fire","Assembly","6334","0"
"2007","Structure Fire","Educational","2497","1"
"2007","Structure Fire","Health Care, Detention & Correction","2403","1"
"2007","Structure Fire","Industrial, Utility, Defense, Agriculture, Mining","1829","1"
"2007","Structure Fire","Manufacturing, processing","3976","1"
"2007","Structure Fire","Mercantile, Business","9720","3"
"2007","Structure Fire","Outside or special property","2644","0"
"2007","Structure Fire","Parking","5497","2"
"2007","Structure Fire","PROPERTY USE","631","0"
"2007","Structure Fire","Residential","162952","9"
"2007","Structure Fire","Roadway","3542","0"
"2007","Structure Fire","Storage","10892","0"
"2007","Structure Fire",NULL,"5820","0"
"2008","Cultivated vegetation, crop fire","Assembly","91","0"
"2008","Cultivated vegetation, crop fire","Educational","48","0"
"2008","Cultivated vegetation, crop fire","Health Care, Detention & Correction","37","0"
"2008","Cultivated vegetation, crop fire","Industrial, Utility, Defense, Agriculture, Mining","1248","0"
"2008","Cultivated vegetation, crop fire","Manufacturing, processing","50","0"
"2008","Cultivated vegetation, crop fire","Mercantile, Business","192","0"
"2008","Cultivated vegetation, crop fire","Outside or special property","2720","0"
"2008","Cultivated vegetation, crop fire","Parking","187","0"
"2008","Cultivated vegetation, crop fire","PROPERTY USE","26","0"
"2008","Cultivated vegetation, crop fire","Residential","550","0"
"2008","Cultivated vegetation, crop fire","Roadway","477","0"
"2008","Cultivated vegetation, crop fire","Storage","191","0"
"2008","Cultivated vegetation, crop fire",NULL,"496","0"
"2008","Fire in mobile property used as a fixed structure","Assembly","97","0"
"2008","Fire in mobile property used as a fixed structure","Educational","78","0"
"2008","Fire in mobile property used as a fixed structure","Health Care, Detention & Correction","9","0"
"2008","Fire in mobile property used as a fixed structure","Industrial, Utility, Defense, Agriculture, Mining","72","0"
"2008","Fire in mobile property used as a fixed structure","Manufacturing, processing","36","0"
"2008","Fire in mobile property used as a fixed structure","Mercantile, Business","147","0"
"2008","Fire in mobile property used as a fixed structure","Outside or special property","594","0"
"2008","Fire in mobile property used as a fixed structure","Parking","189","0"
"2008","Fire in mobile property used as a fixed structure","PROPERTY USE","54","0"
"2008","Fire in mobile property used as a fixed structure","Residential","8971","0"
"2008","Fire in mobile property used as a fixed structure","Roadway","335","0"
"2008","Fire in mobile property used as a fixed structure","Storage","494","0"
"2008","Fire in mobile property used as a fixed structure",NULL,"522","0"
"2008","Fire, other","Assembly","897","0"
"2008","Fire, other","Educational","506","0"
"2008","Fire, other","Health Care, Detention & Correction","439","0"
"2008","Fire, other","Industrial, Utility, Defense, Agriculture, Mining","582","0"
"2008","Fire, other","Manufacturing, processing","636","1"
"2008","Fire, other","Mercantile, Business","1494","0"
"2008","Fire, other","Outside or special property","2896","1"
"2008","Fire, other","Parking","411","0"
"2008","Fire, other","PROPERTY USE","78","0"
"2008","Fire, other","Residential","12410","0"
"2008","Fire, other","Roadway","1754","0"
"2008","Fire, other","Storage","514","0"
"2008","Fire, other",NULL,"3024","0"
"2008","Mobile property (vehicle) fire","Assembly","1700","0"
"2008","Mobile property (vehicle) fire","Educational","607","0"
"2008","Mobile property (vehicle) fire","Health Care, Detention & Correction","432","0"
"2008","Mobile property (vehicle) fire","Industrial, Utility, Defense, Agriculture, Mining","2070","0"
"2008","Mobile property (vehicle) fire","Manufacturing, processing","593","1"
"2008","Mobile property (vehicle) fire","Mercantile, Business","7369","2"
"2008","Mobile property (vehicle) fire","Outside or special property","13156","2"
"2008","Mobile property (vehicle) fire","Parking","25727","4"
"2008","Mobile property (vehicle) fire","PROPERTY USE","243","0"
"2008","Mobile property (vehicle) fire","Residential","10299","7"
"2008","Mobile property (vehicle) fire","Roadway","75216","24"
"2008","Mobile property (vehicle) fire","Storage","1193","0"
"2008","Mobile property (vehicle) fire",NULL,"14752","1"
"2008","Natural vegetation fire","Assembly","2575","0"
"2008","Natural vegetation fire","Educational","862","0"
"2008","Natural vegetation fire","Health Care, Detention & Correction","473","0"
"2008","Natural vegetation fire","Industrial, Utility, Defense, Agriculture, Mining","7019","0"
"2008","Natural vegetation fire","Manufacturing, processing","296","0"
"2008","Natural vegetation fire","Mercantile, Business","3669","0"
"2008","Natural vegetation fire","Outside or special property","90885","0"
"2008","Natural vegetation fire","Parking","3740","0"
"2008","Natural vegetation fire","PROPERTY USE","507","0"
"2008","Natural vegetation fire","Residential","18818","0"
"2008","Natural vegetation fire","Roadway","21925","0"
"2008","Natural vegetation fire","Storage","556","0"
"2008","Natural vegetation fire",NULL,"13586","0"
"2008","Outside rubbish fire","Assembly","1017","0"
"2008","Outside rubbish fire","Educational","538","0"
"2008","Outside rubbish fire","Health Care, Detention & Correction","85","0"
"2008","Outside rubbish fire","Industrial, Utility, Defense, Agriculture, Mining","363","0"
"2008","Outside rubbish fire","Manufacturing, processing","302","0"
"2008","Outside rubbish fire","Mercantile, Business","1426","0"
"2008","Outside rubbish fire","Outside or special property","8608","1"
"2008","Outside rubbish fire","Parking","3529","0"
"2008","Outside rubbish fire","PROPERTY USE","39","0"
"2008","Outside rubbish fire","Residential","6594","0"
"2008","Outside rubbish fire","Roadway","5571","0"
"2008","Outside rubbish fire","Storage","482","0"
"2008","Outside rubbish fire",NULL,"2766","0"
"2008","Special outside fire","Assembly","1040","0"
"2008","Special outside fire","Educational","413","0"
"2008","Special outside fire","Health Care, Detention & Correction","156","0"
"2008","Special outside fire","Industrial, Utility, Defense, Agriculture, Mining","1486","1"
"2008","Special outside fire","Manufacturing, processing","567","0"
"2008","Special outside fire","Mercantile, Business","1269","0"
"2008","Special outside fire","Outside or special property","7462","1"
"2008","Special outside fire","Parking","1007","0"
"2008","Special outside fire","PROPERTY USE","30","0"
"2008","Special outside fire","Residential","6769","1"
"2008","Special outside fire","Roadway","3896","0"
"2008","Special outside fire","Storage","1696","0"
"2008","Special outside fire",NULL,"1595","0"
"2008","Structure Fire","Assembly","6376","0"
"2008","Structure Fire","Educational","2423","1"
"2008","Structure Fire","Health Care, Detention & Correction","2217","0"
"2008","Structure Fire","Industrial, Utility, Defense, Agriculture, Mining","1858","0"
"2008","Structure Fire","Manufacturing, processing","3444","1"
"2008","Structure Fire","Mercantile, Business","9987","2"
"2008","Structure Fire","Outside or special property","2377","0"
"2008","Structure Fire","Parking","5366","1"
"2008","Structure Fire","PROPERTY USE","644","0"
"2008","Structure Fire","Residential","162896","14"
"2008","Structure Fire","Roadway","3449","0"
"2008","Structure Fire","Storage","10480","2"
"2008","Structure Fire",NULL,"5610","0"
"2009","Cultivated vegetation, crop fire","Assembly","73","0"
"2009","Cultivated vegetation, crop fire","Educational","26","0"
"2009","Cultivated vegetation, crop fire","Health Care, Detention & Correction","19","0"
"2009","Cultivated vegetation, crop fire","Industrial, Utility, Defense, Agriculture, Mining","1078","0"
"2009","Cultivated vegetation, crop fire","Manufacturing, processing","33","0"
"2009","Cultivated vegetation, crop fire","Mercantile, Business","107","0"
"2009","Cultivated vegetation, crop fire","Outside or special property","2428","0"
"2009","Cultivated vegetation, crop fire","Parking","114","0"
"2009","Cultivated vegetation, crop fire","PROPERTY USE","8","0"
"2009","Cultivated vegetation, crop fire","Residential","365","0"
"2009","Cultivated vegetation, crop fire","Roadway","397","0"
"2009","Cultivated vegetation, crop fire","Storage","139","0"
"2009","Cultivated vegetation, crop fire",NULL,"400","0"
"2009","Fire in mobile property used as a fixed structure","Assembly","88","0"
"2009","Fire in mobile property used as a fixed structure","Educational","56","0"
"2009","Fire in mobile property used as a fixed structure","Health Care, Detention & Correction","6","0"
"2009","Fire in mobile property used as a fixed structure","Industrial, Utility, Defense, Agriculture, Mining","36","0"
"2009","Fire in mobile property used as a fixed structure","Manufacturing, processing","25","0"
"2009","Fire in mobile property used as a fixed structure","Mercantile, Business","119","0"
"2009","Fire in mobile property used as a fixed structure","Outside or special property","449","1"
"2009","Fire in mobile property used as a fixed structure","Parking","154","0"
"2009","Fire in mobile property used as a fixed structure","PROPERTY USE","43","0"
"2009","Fire in mobile property used as a fixed structure","Residential","7469","0"
"2009","Fire in mobile property used as a fixed structure","Roadway","304","0"
"2009","Fire in mobile property used as a fixed structure","Storage","404","0"
"2009","Fire in mobile property used as a fixed structure",NULL,"411","1"
"2009","Fire, other","Assembly","1151","0"
"2009","Fire, other","Educational","601","0"
"2009","Fire, other","Health Care, Detention & Correction","635","0"
"2009","Fire, other","Industrial, Utility, Defense, Agriculture, Mining","767","1"
"2009","Fire, other","Manufacturing, processing","692","1"
"2009","Fire, other","Mercantile, Business","1842","0"
"2009","Fire, other","Outside or special property","3547","1"
"2009","Fire, other","Parking","591","2"
"2009","Fire, other","PROPERTY USE","76","0"
"2009","Fire, other","Residential","16649","0"
"2009","Fire, other","Roadway","2374","1"
"2009","Fire, other","Storage","591","0"
"2009","Fire, other",NULL,"3478","0"
"2009","Mobile property (vehicle) fire","Assembly","1740","2"
"2009","Mobile property (vehicle) fire","Educational","630","0"
"2009","Mobile property (vehicle) fire","Health Care, Detention & Correction","433","0"
"2009","Mobile property (vehicle) fire","Industrial, Utility, Defense, Agriculture, Mining","1845","0"
"2009","Mobile property (vehicle) fire","Manufacturing, processing","490","0"
"2009","Mobile property (vehicle) fire","Mercantile, Business","7219","4"
"2009","Mobile property (vehicle) fire","Outside or special property","12168","2"
"2009","Mobile property (vehicle) fire","Parking","25215","7"
"2009","Mobile property (vehicle) fire","PROPERTY USE","221","0"
"2009","Mobile property (vehicle) fire","Residential","10427","4"
"2009","Mobile property (vehicle) fire","Roadway","76016","24"
"2009","Mobile property (vehicle) fire","Storage","1081","0"
"2009","Mobile property (vehicle) fire",NULL,"12770","3"
"2009","Natural vegetation fire","Assembly","2180","0"
"2009","Natural vegetation fire","Educational","724","0"
"2009","Natural vegetation fire","Health Care, Detention & Correction","404","0"
"2009","Natural vegetation fire","Industrial, Utility, Defense, Agriculture, Mining","6069","1"
"2009","Natural vegetation fire","Manufacturing, processing","197","0"
"2009","Natural vegetation fire","Mercantile, Business","2739","0"
"2009","Natural vegetation fire","Outside or special property","88753","0"
"2009","Natural vegetation fire","Parking","2784","0"
"2009","Natural vegetation fire","PROPERTY USE","508","0"
"2009","Natural vegetation fire","Residential","18809","1"
"2009","Natural vegetation fire","Roadway","19734","0"
"2009","Natural vegetation fire","Storage","460","0"
"2009","Natural vegetation fire",NULL,"12671","0"
"2009","Outside rubbish fire","Assembly","919","0"
"2009","Outside rubbish fire","Educational","524","0"
"2009","Outside rubbish fire","Health Care, Detention & Correction","83","0"
"2009","Outside rubbish fire","Industrial, Utility, Defense, Agriculture, Mining","335","0"
"2009","Outside rubbish fire","Manufacturing, processing","260","0"
"2009","Outside rubbish fire","Mercantile, Business","1279","0"
"2009","Outside rubbish fire","Outside or special property","7819","0"
"2009","Outside rubbish fire","Parking","3267","0"
"2009","Outside rubbish fire","PROPERTY USE","45","0"
"2009","Outside rubbish fire","Residential","6336","0"
"2009","Outside rubbish fire","Roadway","4884","0"
"2009","Outside rubbish fire","Storage","436","0"
"2009","Outside rubbish fire",NULL,"2503","0"
"2009","Special outside fire","Assembly","940","0"
"2009","Special outside fire","Educational","363","0"
"2009","Special outside fire","Health Care, Detention & Correction","134","0"
"2009","Special outside fire","Industrial, Utility, Defense, Agriculture, Mining","1355","0"
"2009","Special outside fire","Manufacturing, processing","410","0"
"2009","Special outside fire","Mercantile, Business","1109","0"
"2009","Special outside fire","Outside or special property","6666","0"
"2009","Special outside fire","Parking","888","1"
"2009","Special outside fire","PROPERTY USE","30","0"
"2009","Special outside fire","Residential","6500","1"
"2009","Special outside fire","Roadway","3692","0"
"2009","Special outside fire","Storage","1579","0"
"2009","Special outside fire",NULL,"1484","0"
"2009","Structure Fire","Assembly","5131","2"
"2009","Structure Fire","Educational","1917","1"
"2009","Structure Fire","Health Care, Detention & Correction","1788","0"
"2009","Structure Fire","Industrial, Utility, Defense, Agriculture, Mining","1519","0"
"2009","Structure Fire","Manufacturing, processing","2377","0"
"2009","Structure Fire","Mercantile, Business","8117","3"
"2009","Structure Fire","Outside or special property","2269","0"
"2009","Structure Fire","Parking","4850","0"
"2009","Structure Fire","PROPERTY USE","613","0"
"2009","Structure Fire","Residential","151665","10"
"2009","Structure Fire","Roadway","3647","0"
"2009","Structure Fire","Storage","9557","0"
"2009","Structure Fire",NULL,"5077","0"
"2010","Cultivated vegetation, crop fire","Assembly","76","0"
"2010","Cultivated vegetation, crop fire","Educational","31","0"
"2010","Cultivated vegetation, crop fire","Health Care, Detention & Correction","18","0"
"2010","Cultivated vegetation, crop fire","Industrial, Utility, Defense, Agriculture, Mining","1309","0"
"2010","Cultivated vegetation, crop fire","Manufacturing, processing","42","0"
"2010","Cultivated vegetation, crop fire","Mercantile, Business","117","0"
"2010","Cultivated vegetation, crop fire","Outside or special property","3034","0"
"2010","Cultivated vegetation, crop fire","Parking","144","0"
"2010","Cultivated vegetation, crop fire","PROPERTY USE","17","0"
"2010","Cultivated vegetation, crop fire","Residential","441","0"
"2010","Cultivated vegetation, crop fire","Roadway","390","0"
"2010","Cultivated vegetation, crop fire","Storage","137","0"
"2010","Cultivated vegetation, crop fire",NULL,"446","0"
"2010","Fire in mobile property used as a fixed structure","Assembly","89","0"
"2010","Fire in mobile property used as a fixed structure","Educational","62","0"
"2010","Fire in mobile property used as a fixed structure","Health Care, Detention & Correction","11","0"
"2010","Fire in mobile property used as a fixed structure","Industrial, Utility, Defense, Agriculture, Mining","47","0"
"2010","Fire in mobile property used as a fixed structure","Manufacturing, processing","27","0"
"2010","Fire in mobile property used as a fixed structure","Mercantile, Business","135","0"
"2010","Fire in mobile property used as a fixed structure","Outside or special property","500","1"
"2010","Fire in mobile property used as a fixed structure","Parking","178","0"
"2010","Fire in mobile property used as a fixed structure","PROPERTY USE","35","0"
"2010","Fire in mobile property used as a fixed structure","Residential","8300","0"
"2010","Fire in mobile property used as a fixed structure","Roadway","306","0"
"2010","Fire in mobile property used as a fixed structure","Storage","478","0"
"2010","Fire in mobile property used as a fixed structure",NULL,"408","0"
"2010","Fire, other","Assembly","1256","1"
"2010","Fire, other","Educational","737","0"
"2010","Fire, other","Health Care, Detention & Correction","730","0"
"2010","Fire, other","Industrial, Utility, Defense, Agriculture, Mining","770","0"
"2010","Fire, other","Manufacturing, processing","792","0"
"2010","Fire, other","Mercantile, Business","1992","0"
"2010","Fire, other","Outside or special property","3942","0"
"2010","Fire, other","Parking","723","0"
"2010","Fire, other","PROPERTY USE","54","0"
"2010","Fire, other","Residential","18787","2"
"2010","Fire, other","Roadway","2646","0"
"2010","Fire, other","Storage","649","0"
"2010","Fire, other",NULL,"3487","0"
"2010","Mobile property (vehicle) fire","Assembly","1889","1"
"2010","Mobile property (vehicle) fire","Educational","686","0"
"2010","Mobile property (vehicle) fire","Health Care, Detention & Correction","429","0"
"2010","Mobile property (vehicle) fire","Industrial, Utility, Defense, Agriculture, Mining","2070","2"
"2010","Mobile property (vehicle) fire","Manufacturing, processing","517","1"
"2010","Mobile property (vehicle) fire","Mercantile, Business","7845","2"
"2010","Mobile property (vehicle) fire","Outside or special property","12404","0"
"2010","Mobile property (vehicle) fire","Parking","25902","8"
"2010","Mobile property (vehicle) fire","PROPERTY USE","163","0"
"2010","Mobile property (vehicle) fire","Residential","10748","1"
"2010","Mobile property (vehicle) fire","Roadway","79205","21"
"2010","Mobile property (vehicle) fire","Storage","1198","2"
"2010","Mobile property (vehicle) fire",NULL,"12695","0"
"2010","Natural vegetation fire","Assembly","2873","0"
"2010","Natural vegetation fire","Educational","855","0"
"2010","Natural vegetation fire","Health Care, Detention & Correction","589","0"
"2010","Natural vegetation fire","Industrial, Utility, Defense, Agriculture, Mining","7187","0"
"2010","Natural vegetation fire","Manufacturing, processing","263","0"
"2010","Natural vegetation fire","Mercantile, Business","3992","0"
"2010","Natural vegetation fire","Outside or special property","93585","0"
"2010","Natural vegetation fire","Parking","4199","0"
"2010","Natural vegetation fire","PROPERTY USE","392","0"
"2010","Natural vegetation fire","Residential","20692","0"
"2010","Natural vegetation fire","Roadway","25577","0"
"2010","Natural vegetation fire","Storage","536","0"
"2010","Natural vegetation fire",NULL,"13185","0"
"2010","Outside rubbish fire","Assembly","923","0"
"2010","Outside rubbish fire","Educational","441","0"
"2010","Outside rubbish fire","Health Care, Detention & Correction","108","0"
"2010","Outside rubbish fire","Industrial, Utility, Defense, Agriculture, Mining","340","0"
"2010","Outside rubbish fire","Manufacturing, processing","246","0"
"2010","Outside rubbish fire","Mercantile, Business","1281","0"
"2010","Outside rubbish fire","Outside or special property","8795","0"
"2010","Outside rubbish fire","Parking","3320","1"
"2010","Outside rubbish fire","PROPERTY USE","57","0"
"2010","Outside rubbish fire","Residential","7030","0"
"2010","Outside rubbish fire","Roadway","5954","0"
"2010","Outside rubbish fire","Storage","425","0"
"2010","Outside rubbish fire",NULL,"2424","0"
"2010","Special outside fire","Assembly","980","0"
"2010","Special outside fire","Educational","409","0"
"2010","Special outside fire","Health Care, Detention & Correction","152","0"
"2010","Special outside fire","Industrial, Utility, Defense, Agriculture, Mining","1261","0"
"2010","Special outside fire","Manufacturing, processing","471","0"
"2010","Special outside fire","Mercantile, Business","1177","1"
"2010","Special outside fire","Outside or special property","6871","0"
"2010","Special outside fire","Parking","1010","0"
"2010","Special outside fire","PROPERTY USE","18","0"
"2010","Special outside fire","Residential","7389","0"
"2010","Special outside fire","Roadway","3844","2"
"2010","Special outside fire","Storage","1642","0"
"2010","Special outside fire",NULL,"1414","0"
"2010","Structure Fire","Assembly","6009","2"
"2010","Structure Fire","Educational","2084","0"
"2010","Structure Fire","Health Care, Detention & Correction","2147","2"
"2010","Structure Fire","Industrial, Utility, Defense, Agriculture, Mining","1608","1"
"2010","Structure Fire","Manufacturing, processing","2947","2"
"2010","Structure Fire","Mercantile, Business","9169","5"
"2010","Structure Fire","Outside or special property","2325","1"
"2010","Structure Fire","Parking","5243","0"
"2010","Structure Fire","PROPERTY USE","546","0"
"2010","Structure Fire","Residential","171459","16"
"2010","Structure Fire","Roadway","3616","0"
"2010","Structure Fire","Storage","10586","1"
"2010","Structure Fire",NULL,"4593","0"
"2011","Cultivated vegetation, crop fire","Assembly","87","0"
"2011","Cultivated vegetation, crop fire","Educational","24","0"
"2011","Cultivated vegetation, crop fire","Health Care, Detention & Correction","19","0"
"2011","Cultivated vegetation, crop fire","Industrial, Utility, Defense, Agriculture, Mining","996","0"
"2011","Cultivated vegetation, crop fire","Manufacturing, processing","22","0"
"2011","Cultivated vegetation, crop fire","Mercantile, Business","105","0"
"2011","Cultivated vegetation, crop fire","Outside or special property","2442","0"
"2011","Cultivated vegetation, crop fire","Parking","142","0"
"2011","Cultivated vegetation, crop fire","PROPERTY USE","31","0"
"2011","Cultivated vegetation, crop fire","Residential","406","0"
"2011","Cultivated vegetation, crop fire","Roadway","393","0"
"2011","Cultivated vegetation, crop fire","Storage","125","0"
"2011","Cultivated vegetation, crop fire",NULL,"410","0"
"2011","Fire in mobile property used as a fixed structure","Assembly","103","0"
"2011","Fire in mobile property used as a fixed structure","Educational","57","0"
"2011","Fire in mobile property used as a fixed structure","Health Care, Detention & Correction","7","0"
"2011","Fire in mobile property used as a fixed structure","Industrial, Utility, Defense, Agriculture, Mining","30","0"
"2011","Fire in mobile property used as a fixed structure","Manufacturing, processing","33","0"
"2011","Fire in mobile property used as a fixed structure","Mercantile, Business","162","0"
"2011","Fire in mobile property used as a fixed structure","Outside or special property","558","0"
"2011","Fire in mobile property used as a fixed structure","Parking","161","0"
"2011","Fire in mobile property used as a fixed structure","PROPERTY USE","69","0"
"2011","Fire in mobile property used as a fixed structure","Residential","8494","0"
"2011","Fire in mobile property used as a fixed structure","Roadway","364","0"
"2011","Fire in mobile property used as a fixed structure","Storage","513","0"
"2011","Fire in mobile property used as a fixed structure",NULL,"473","0"
"2011","Fire, other","Assembly","1313","1"
"2011","Fire, other","Educational","652","3"
"2011","Fire, other","Health Care, Detention & Correction","678","0"
"2011","Fire, other","Industrial, Utility, Defense, Agriculture, Mining","854","1"
"2011","Fire, other","Manufacturing, processing","855","0"
"2011","Fire, other","Mercantile, Business","2149","0"
"2011","Fire, other","Outside or special property","4307","0"
"2011","Fire, other","Parking","703","1"
"2011","Fire, other","PROPERTY USE","108","0"
"2011","Fire, other","Residential","18734","6"
"2011","Fire, other","Roadway","2712","2"
"2011","Fire, other","Storage","600","0"
"2011","Fire, other",NULL,"3676","0"
"2011","Mobile property (vehicle) fire","Assembly","1872","0"
"2011","Mobile property (vehicle) fire","Educational","603","0"
"2011","Mobile property (vehicle) fire","Health Care, Detention & Correction","424","0"
"2011","Mobile property (vehicle) fire","Industrial, Utility, Defense, Agriculture, Mining","1878","1"
"2011","Mobile property (vehicle) fire","Manufacturing, processing","525","0"
"2011","Mobile property (vehicle) fire","Mercantile, Business","7741","4"
"2011","Mobile property (vehicle) fire","Outside or special property","11755","1"
"2011","Mobile property (vehicle) fire","Parking","25528","6"
"2011","Mobile property (vehicle) fire","PROPERTY USE","161","0"
"2011","Mobile property (vehicle) fire","Residential","10910","2"
"2011","Mobile property (vehicle) fire","Roadway","76069","20"
"2011","Mobile property (vehicle) fire","Storage","1133","1"
"2011","Mobile property (vehicle) fire",NULL,"11200","5"
"2011","Natural vegetation fire","Assembly","2603","0"
