"year","inc_type","prop_use","fires","battery"
"2020",NULL,"Health Care, Detention & Correction","1","0"
"2020",NULL,"Manufacturing, processing","1","0"
"2020",NULL,"Outside or special property","5","0"
"2020",NULL,"Parking","4","0"
"2020",NULL,"Residential","35","0"
"2020",NULL,"Roadway","16","0"
"2020",NULL,"Storage","1","0"
"2020",NULL,NULL,"18","0"
"2021","Cultivated vegetation, crop fire","Assembly","30","0"
"2021","Cultivated vegetation, crop fire","Educational","7","0"
"2021","Cultivated vegetation, crop fire","Health Care, Detention & Correction","5","0"
"2021","Cultivated vegetation, crop fire","Industrial, Utility, Defense, Agriculture, Mining","595","0"
"2021","Cultivated vegetation, crop fire","Manufacturing, processing","33","0"
"2021","Cultivated vegetation, crop fire","Mercantile, Business","61","0"
"2021","Cultivated vegetation, crop fire","Outside or special property","1218","0"
"2021","Cultivated vegetation, crop fire","Parking","82","0"
"2021","Cultivated vegetation, crop fire","Residential","281","0"
"2021","Cultivated vegetation, crop fire","Roadway","203","0"
"2021","Cultivated vegetation, crop fire","Storage","98","0"
"2021","Cultivated vegetation, crop fire",NULL,"209","0"
"2021","Fire in mobile property used as a fixed structure","Assembly","123","1"
"2021","Fire in mobile property used as a fixed structure","Educational","24","0"
"2021","Fire in mobile property used as a fixed structure","Health Care, Detention & Correction","6","0"
"2021","Fire in mobile property used as a fixed structure","Industrial, Utility, Defense, Agriculture, Mining","47","0"
"2021","Fire in mobile property used as a fixed structure","Manufacturing, processing","14","0"
"2021","Fire in mobile property used as a fixed structure","Mercantile, Business","152","2"
"2021","Fire in mobile property used as a fixed structure","Outside or special property","912","2"
"2021","Fire in mobile property used as a fixed structure","Parking","270","1"
"2021","Fire in mobile property used as a fixed structure","Residential","6071","4"
"2021","Fire in mobile property used as a fixed structure","Roadway","646","1"
"2021","Fire in mobile property used as a fixed structure","Storage","545","1"
"2021","Fire in mobile property used as a fixed structure",NULL,"383","0"
"2021","Fire, other","Assembly","1069","2"
"2021","Fire, other","Educational","285","2"
"2021","Fire, other","Health Care, Detention & Correction","403","1"
"2021","Fire, other","Industrial, Utility, Defense, Agriculture, Mining","571","0"
"2021","Fire, other","Manufacturing, processing","464","1"
"2021","Fire, other","Mercantile, Business","1457","1"
"2021","Fire, other","Outside or special property","3814","1"
"2021","Fire, other","Parking","769","0"
"2021","Fire, other","Residential","12821","27"
"2021","Fire, other","Roadway","3166","6"
"2021","Fire, other","Storage","570","0"
"2021","Fire, other",NULL,"2600","2"
"2021","Mobile property (vehicle) fire","Assembly","1466","0"
"2021","Mobile property (vehicle) fire","Educational","315","0"
"2021","Mobile property (vehicle) fire","Health Care, Detention & Correction","284","0"
"2021","Mobile property (vehicle) fire","Industrial, Utility, Defense, Agriculture, Mining","1889","0"
"2021","Mobile property (vehicle) fire","Manufacturing, processing","434","0"
"2021","Mobile property (vehicle) fire","Mercantile, Business","6788","6"
"2021","Mobile property (vehicle) fire","Outside or special property","12842","9"
"2021","Mobile property (vehicle) fire","Parking","18550","10"
"2021","Mobile property (vehicle) fire","Residential","13066","7"
"2021","Mobile property (vehicle) fire","Roadway","70063","34"
"2021","Mobile property (vehicle) fire","Storage","1242","2"
"2021","Mobile property (vehicle) fire",NULL,"6430","1"
"2021","Natural vegetation fire","Assembly","2027","0"
"2021","Natural vegetation fire","Educational","325","0"
"2021","Natural vegetation fire","Health Care, Detention & Correction","488","0"
"2021","Natural vegetation fire","Industrial, Utility, Defense, Agriculture, Mining","5235","0"
"2021","Natural vegetation fire","Manufacturing, processing","195","0"
"2021","Natural vegetation fire","Mercantile, Business","2904","0"
"2021","Natural vegetation fire","Outside or special property","52734","3"
"2021","Natural vegetation fire","Parking","3891","0"
"2021","Natural vegetation fire","Residential","20017","0"
"2021","Natural vegetation fire","Roadway","18541","0"
"2021","Natural vegetation fire","Storage","486","0"
"2021","Natural vegetation fire",NULL,"4751","0"
"2021","Outside rubbish fire","Assembly","1503","0"
"2021","Outside rubbish fire","Educational","272","0"
"2021","Outside rubbish fire","Health Care, Detention & Correction","133","0"
"2021","Outside rubbish fire","Industrial, Utility, Defense, Agriculture, Mining","738","0"
"2021","Outside rubbish fire","Manufacturing, processing","452","0"
"2021","Outside rubbish fire","Mercantile, Business","3884","0"
"2021","Outside rubbish fire","Outside or special property","17629","3"
"2021","Outside rubbish fire","Parking","5193","0"
"2021","Outside rubbish fire","Residential","19088","5"
"2021","Outside rubbish fire","Roadway","11078","2"
"2021","Outside rubbish fire","Storage","938","0"
"2021","Outside rubbish fire",NULL,"3127","0"
"2021","Special outside fire","Assembly","759","3"
"2021","Special outside fire","Educational","158","1"
"2021","Special outside fire","Health Care, Detention & Correction","135","0"
"2021","Special outside fire","Industrial, Utility, Defense, Agriculture, Mining","923","0"
"2021","Special outside fire","Manufacturing, processing","380","0"
"2021","Special outside fire","Mercantile, Business","1066","2"
"2021","Special outside fire","Outside or special property","4802","5"
"2021","Special outside fire","Parking","1096","5"
"2021","Special outside fire","Residential","6866","9"
"2021","Special outside fire","Roadway","2970","2"
"2021","Special outside fire","Storage","1576","0"
"2021","Special outside fire",NULL,"1810","0"
"2021","Structure Fire","Assembly","5898","2"
"2021","Structure Fire","Educational","1189","5"
"2021","Structure Fire","Health Care, Detention & Correction","1983","3"
"2021","Structure Fire","Industrial, Utility, Defense, Agriculture, Mining","1530","3"
"2021","Structure Fire","Manufacturing, processing","2728","4"
"2021","Structure Fire","Mercantile, Business","8238","16"
"2021","Structure Fire","Outside or special property","5830","2"
"2021","Structure Fire","Parking","4650","10"
"2021","Structure Fire","Residential","135448","143"
"2021","Structure Fire","Roadway","6181","4"
"2021","Structure Fire","Storage","9361","6"
"2021","Structure Fire",NULL,"3803","1"
"2021",NULL,"Assembly","3","0"
"2021",NULL,"Educational","1","0"
"2021",NULL,"Health Care, Detention & Correction","2","0"
"2021",NULL,"Manufacturing, processing","1","0"
"2021",NULL,"Mercantile, Business","3","0"
"2021",NULL,"Outside or special property","1","0"
"2021",NULL,"Residential","24","0"
"2021",NULL,"Roadway","8","1"
"2021",NULL,NULL,"1","0"
"2022","Cultivated vegetation, crop fire","Assembly","43","0"
"2022","Cultivated vegetation, crop fire","Educational","9","0"
"2022","Cultivated vegetation, crop fire","Health Care, Detention & Correction","13","0"
"2022","Cultivated vegetation, crop fire","Industrial, Utility, Defense, Agriculture, Mining","779","0"
"2022","Cultivated vegetation, crop fire","Manufacturing, processing","26","0"
"2022","Cultivated vegetation, crop fire","Mercantile, Business","75","0"
"2022","Cultivated vegetation, crop fire","Outside or special property","1381","0"
"2022","Cultivated vegetation, crop fire","Parking","67","0"
"2022","Cultivated vegetation, crop fire","Residential","318","0"
"2022","Cultivated vegetation, crop fire","Roadway","229","0"
"2022","Cultivated vegetation, crop fire","Storage","115","0"
"2022","Cultivated vegetation, crop fire",NULL,"355","0"
"2022","Fire in mobile property used as a fixed structure","Assembly","133","0"
"2022","Fire in mobile property used as a fixed structure","Educational","39","0"
"2022","Fire in mobile property used as a fixed structure","Health Care, Detention & Correction","7","0"
"2022","Fire in mobile property used as a fixed structure","Industrial, Utility, Defense, Agriculture, Mining","73","0"
"2022","Fire in mobile property used as a fixed structure","Manufacturing, processing","18","0"
"2022","Fire in mobile property used as a fixed structure","Mercantile, Business","189","2"
"2022","Fire in mobile property used as a fixed structure","Outside or special property","1033","1"
"2022","Fire in mobile property used as a fixed structure","Parking","300","1"
"2022","Fire in mobile property used as a fixed structure","Residential","6751","6"
"2022","Fire in mobile property used as a fixed structure","Roadway","745","2"
"2022","Fire in mobile property used as a fixed structure","Storage","684","0"
"2022","Fire in mobile property used as a fixed structure",NULL,"458","0"
"2022","Fire, other","Assembly","1409","3"
"2022","Fire, other","Educational","367","2"
"2022","Fire, other","Health Care, Detention & Correction","469","2"
"2022","Fire, other","Industrial, Utility, Defense, Agriculture, Mining","698","0"
"2022","Fire, other","Manufacturing, processing","554","3"
"2022","Fire, other","Mercantile, Business","1559","10"
"2022","Fire, other","Outside or special property","5016","3"
"2022","Fire, other","Parking","850","2"
"2022","Fire, other","Residential","14459","34"
"2022","Fire, other","Roadway","3608","8"
"2022","Fire, other","Storage","602","0"
"2022","Fire, other",NULL,"3626","2"
"2022","Mobile property (vehicle) fire","Assembly","1576","2"
"2022","Mobile property (vehicle) fire","Educational","357","1"
"2022","Mobile property (vehicle) fire","Health Care, Detention & Correction","316","0"
"2022","Mobile property (vehicle) fire","Industrial, Utility, Defense, Agriculture, Mining","2176","0"
"2022","Mobile property (vehicle) fire","Manufacturing, processing","477","1"
"2022","Mobile property (vehicle) fire","Mercantile, Business","6904","8"
"2022","Mobile property (vehicle) fire","Outside or special property","13292","7"
"2022","Mobile property (vehicle) fire","Parking","19281","12"
"2022","Mobile property (vehicle) fire","Residential","14011","10"
"2022","Mobile property (vehicle) fire","Roadway","72238","25"
"2022","Mobile property (vehicle) fire","Storage","1314","3"
"2022","Mobile property (vehicle) fire",NULL,"6485","3"
"2022","Natural vegetation fire","Assembly","2671","0"
"2022","Natural vegetation fire","Educational","458","0"
"2022","Natural vegetation fire","Health Care, Detention & Correction","601","0"
"2022","Natural vegetation fire","Industrial, Utility, Defense, Agriculture, Mining","7151","0"
"2022","Natural vegetation fire","Manufacturing, processing","275","0"
"2022","Natural vegetation fire","Mercantile, Business","3688","1"
"2022","Natural vegetation fire","Outside or special property","68538","4"
"2022","Natural vegetation fire","Parking","5169","0"
"2022","Natural vegetation fire","Residential","27035","1"
"2022","Natural vegetation fire","Roadway","23989","2"
"2022","Natural vegetation fire","Storage","729","0"
"2022","Natural vegetation fire",NULL,"5730","0"
"2022","Outside rubbish fire","Assembly","1746","0"
"2022","Outside rubbish fire","Educational","287","0"
"2022","Outside rubbish fire","Health Care, Detention & Correction","192","0"
"2022","Outside rubbish fire","Industrial, Utility, Defense, Agriculture, Mining","820","0"
"2022","Outside rubbish fire","Manufacturing, processing","565","0"
"2022","Outside rubbish fire","Mercantile, Business","4740","1"
"2022","Outside rubbish fire","Outside or special property","20515","3"
"2022","Outside rubbish fire","Parking","5782","1"
"2022","Outside rubbish fire","Residential","23659","3"
"2022","Outside rubbish fire","Roadway","10320","1"
"2022","Outside rubbish fire","Storage","1173","3"
"2022","Outside rubbish fire",NULL,"4091","1"
"2022","Special outside fire","Assembly","851","1"
"2022","Special outside fire","Educational","179","0"
"2022","Special outside fire","Health Care, Detention & Correction","147","0"
"2022","Special outside fire","Industrial, Utility, Defense, Agriculture, Mining","1019","0"
"2022","Special outside fire","Manufacturing, processing","433","4"
"2022","Special outside fire","Mercantile, Business","1271","2"
"2022","Special outside fire","Outside or special property","5548","7"
"2022","Special outside fire","Parking","1238","5"
"2022","Special outside fire","Residential","7444","9"
"2022","Special outside fire","Roadway","3431","13"
"2022","Special outside fire","Storage","1768","6"
"2022","Special outside fire",NULL,"1541","1"
"2022","Structure Fire","Assembly","6829","7"
"2022","Structure Fire","Educational","1549","4"
"2022","Structure Fire","Health Care, Detention & Correction","2166","7"
"2022","Structure Fire","Industrial, Utility, Defense, Agriculture, Mining","1833","3"
"2022","Structure Fire","Manufacturing, processing","3211","4"
"2022","Structure Fire","Mercantile, Business","9468","19"
"2022","Structure Fire","Outside or special property","7232","4"
"2022","Structure Fire","Parking","5528","18"
"2022","Structure Fire","Residential","151760","217"
"2022","Structure Fire","Roadway","6689","0"
"2022","Structure Fire","Storage","11279","22"
"2022","Structure Fire",NULL,"4435","2"
"2022",NULL,"Industrial, Utility, Defense, Agriculture, Mining","1","0"
"2023","Cultivated vegetation, crop fire","Assembly","39","0"
"2023","Cultivated vegetation, crop fire","Educational","5","0"
"2023","Cultivated vegetation, crop fire","Health Care, Detention & Correction","8","0"
"2023","Cultivated vegetation, crop fire","Industrial, Utility, Defense, Agriculture, Mining","726","0"
"2023","Cultivated vegetation, crop fire","Manufacturing, processing","18","0"
"2023","Cultivated vegetation, crop fire","Mercantile, Business","67","0"
"2023","Cultivated vegetation, crop fire","Outside or special property","1248","0"
"2023","Cultivated vegetation, crop fire","Parking","78","0"
"2023","Cultivated vegetation, crop fire","Residential","313","0"
"2023","Cultivated vegetation, crop fire","Roadway","239","0"
"2023","Cultivated vegetation, crop fire","Storage","106","0"
"2023","Cultivated vegetation, crop fire",NULL,"323","0"
"2023","Fire in mobile property used as a fixed structure","Assembly","133","0"
"2023","Fire in mobile property used as a fixed structure","Educational","34","0"
"2023","Fire in mobile property used as a fixed structure","Health Care, Detention & Correction","5","0"
"2023","Fire in mobile property used as a fixed structure","Industrial, Utility, Defense, Agriculture, Mining","61","0"
"2023","Fire in mobile property used as a fixed structure","Manufacturing, processing","13","0"
"2023","Fire in mobile property used as a fixed structure","Mercantile, Business","186","0"
"2023","Fire in mobile property used as a fixed structure","Outside or special property","1141","3"
"2023","Fire in mobile property used as a fixed structure","Parking","339","2"
"2023","Fire in mobile property used as a fixed structure","Residential","6642","11"
"2023","Fire in mobile property used as a fixed structure","Roadway","771","1"
"2023","Fire in mobile property used as a fixed structure","Storage","716","0"
"2023","Fire in mobile property used as a fixed structure",NULL,"379","0"
"2023","Fire, other","Assembly","1490","5"
"2023","Fire, other","Educational","426","2"
"2023","Fire, other","Health Care, Detention & Correction","495","1"
"2023","Fire, other","Industrial, Utility, Defense, Agriculture, Mining","722","7"
"2023","Fire, other","Manufacturing, processing","521","4"
"2023","Fire, other","Mercantile, Business","1553","4"
"2023","Fire, other","Outside or special property","5284","4"
"2023","Fire, other","Parking","794","4"
"2023","Fire, other","Residential","14383","64"
"2023","Fire, other","Roadway","3524","13"
"2023","Fire, other","Storage","638","5"
"2023","Fire, other",NULL,"3727","1"
"2023","Mobile property (vehicle) fire","Assembly","1705","1"
"2023","Mobile property (vehicle) fire","Educational","381","1"
"2023","Mobile property (vehicle) fire","Health Care, Detention & Correction","349","1"
"2023","Mobile property (vehicle) fire","Industrial, Utility, Defense, Agriculture, Mining","2331","1"
"2023","Mobile property (vehicle) fire","Manufacturing, processing","476","2"
"2023","Mobile property (vehicle) fire","Mercantile, Business","7402","7"
"2023","Mobile property (vehicle) fire","Outside or special property","13529","6"
"2023","Mobile property (vehicle) fire","Parking","20597","24"
"2023","Mobile property (vehicle) fire","Residential","15356","14"
"2023","Mobile property (vehicle) fire","Roadway","77387","33"
"2023","Mobile property (vehicle) fire","Storage","1344","4"
"2023","Mobile property (vehicle) fire",NULL,"6256","3"
"2023","Natural vegetation fire","Assembly","2698","0"
"2023","Natural vegetation fire","Educational","396","0"
"2023","Natural vegetation fire","Health Care, Detention & Correction","652","0"
"2023","Natural vegetation fire","Industrial, Utility, Defense, Agriculture, Mining","7289","1"
"2023","Natural vegetation fire","Manufacturing, processing","198","0"
"2023","Natural vegetation fire","Mercantile, Business","3542","0"
"2023","Natural vegetation fire","Outside or special property","62187","3"
"2023","Natural vegetation fire","Parking","4959","0"
"2023","Natural vegetation fire","Residential","28134","1"
"2023","Natural vegetation fire","Roadway","22245","2"
"2023","Natural vegetation fire","Storage","673","0"
"2023","Natural vegetation fire",NULL,"5154","0"
"2023","Outside rubbish fire","Assembly","1705","0"
"2023","Outside rubbish fire","Educational","279","0"
"2023","Outside rubbish fire","Health Care, Detention & Correction","172","0"
"2023","Outside rubbish fire","Industrial, Utility, Defense, Agriculture, Mining","945","0"
"2023","Outside rubbish fire","Manufacturing, processing","556","0"
"2023","Outside rubbish fire","Mercantile, Business","5215","4"
"2023","Outside rubbish fire","Outside or special property","19471","3"
"2023","Outside rubbish fire","Parking","5224","2"
"2023","Outside rubbish fire","Residential","27288","7"
"2023","Outside rubbish fire","Roadway","7318","5"
"2023","Outside rubbish fire","Storage","1174","1"
"2023","Outside rubbish fire",NULL,"3967","0"
"2023","Special outside fire","Assembly","933","1"
"2023","Special outside fire","Educational","189","0"
"2023","Special outside fire","Health Care, Detention & Correction","175","0"
"2023","Special outside fire","Industrial, Utility, Defense, Agriculture, Mining","1104","2"
"2023","Special outside fire","Manufacturing, processing","380","1"
"2023","Special outside fire","Mercantile, Business","1258","2"
"2023","Special outside fire","Outside or special property","5817","7"
"2023","Special outside fire","Parking","1307","5"
"2023","Special outside fire","Residential","7982","34"
"2023","Special outside fire","Roadway","3230","9"
"2023","Special outside fire","Storage","1836","3"
"2023","Special outside fire",NULL,"842","2"
"2023","Structure Fire","Assembly","6957","8"
"2023","Structure Fire","Educational","1689","8"
"2023","Structure Fire","Health Care, Detention & Correction","2286","11"
"2023","Structure Fire","Industrial, Utility, Defense, Agriculture, Mining","1784","3"
"2023","Structure Fire","Manufacturing, processing","3242","10"
"2023","Structure Fire","Mercantile, Business","9508","20"
"2023","Structure Fire","Outside or special property","6452","4"
"2023","Structure Fire","Parking","5542","18"
"2023","Structure Fire","Residential","156175","378"
"2023","Structure Fire","Roadway","4450","2"
"2023","Structure Fire","Storage","11582","23"
"2023","Structure Fire",NULL,"3896","4"
"2023",NULL,"Roadway","2","0"
"2023",NULL,NULL,"1","0"
