"state","fdid","fd_name","year","type","total","structure","mobile","mh","veg","rubbish","special","crop","other","not_fire"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2015","Other","79692","26075","2082","5","991","6029","116","0","1661","42733"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2016","Battery","7","1","0","0","0","0","0","0","6","0"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2016","Other","78319","24981","1921","6","1054","6228","108","1","1470","42550"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2017","Battery","9","2","0","0","0","0","0","0","7","0"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2017","Other","590080","25342","1910","7","745","5528","109","1","1415","555023"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2018","Battery","8","5","0","0","0","0","0","0","3","0"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2018","Other","602677","24359","1880","3","515","4553","88","1","1476","569802"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2019","Battery","8","3","0","0","0","0","1","0","4","0"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2019","Other","621375","24510","1827","7","500","4981","92","2","1311","588145"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2020","Battery","14","8","0","0","0","2","0","0","4","0"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2020","Other","554618","22559","1730","6","37","6545","28","0","840","522873"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2021","Battery","21","13","0","0","0","0","1","0","7","0"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2021","Other","454602","16595","1257","2","81","4248","28","0","685","431706"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","Battery","63","42","0","0","0","1","4","0","16","0"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","Other","638537","22544","1609","4","52","6379","32","0","962","606955"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","Battery","106","59","0","0","0","1","8","0","38","0"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2023","Other","640234","21610","1486","3","70","6084","18","0","908","610055"
"VA","04100","Chesterfield Fire EMS","2002","Other","25759","372","248","18","478","144","0","35","1","24463"
"VA","04100","Chesterfield Fire EMS","2003","Other","28034","298","265","14","165","63","0","40","0","27189"
"VA","04100","Chesterfield Fire EMS","2004","Other","2484","352","224","8","222","153","11","31","15","1468"
"VA","04100","Chesterfield Fire EMS","2005","Other","2202","365","218","10","309","132","53","2","70","1043"
"VA","04100","Chesterfield Fire EMS","2006","Other","2571","427","238","10","347","129","66","2","40","1312"
"VA","04100","Chesterfield Fire EMS","2007","Other","2895","473","230","6","515","105","67","4","28","1467"
"VA","04100","Chesterfield Fire EMS","2008","Other","2624","412","218","2","444","87","55","1","7","1398"
"VA","04100","Chesterfield Fire EMS","2009","Other","2071","399","195","8","263","75","48","3","1","1079"
"VA","04100","Chesterfield Fire EMS","2010","Other","2305","469","196","15","377","81","52","2","7","1106"
"VA","04100","Chesterfield Fire EMS","2011","Other","2691","453","203","7","370","52","63","1","6","1536"
"VA","04100","Chesterfield Fire EMS","2012","Other","2413","430","190","8","389","79","59","1","1","1256"
"VA","04100","Chesterfield Fire EMS","2013","Battery","1","1","0","0","0","0","0","0","0","0"
"VA","04100","Chesterfield Fire EMS","2013","Other","2220","417","190","12","215","56","54","0","0","1276"
"VA","04100","Chesterfield Fire EMS","2014","Battery","1","0","1","0","0","0","0","0","0","0"
"VA","04100","Chesterfield Fire EMS","2014","Other","2281","444","210","6","229","59","61","0","0","1272"
"VA","04100","Chesterfield Fire EMS","2015","Battery","1","0","0","0","0","0","1","0","0","0"
"VA","04100","Chesterfield Fire EMS","2015","Other","2351","447","218","5","190","72","58","0","1","1360"
"VA","04100","Chesterfield Fire EMS","2016","Battery","1","1","0","0","0","0","0","0","0","0"
"VA","04100","Chesterfield Fire EMS","2016","Other","2634","489","219","8","234","69","57","0","1","1557"
"VA","04100","Chesterfield Fire EMS","2017","Battery","2","2","0","0","0","0","0","0","0","0"
"VA","04100","Chesterfield Fire EMS","2017","Other","39645","514","227","4","280","66","76","0","3","38475"
"VA","04100","Chesterfield Fire EMS","2018","Other","41458","454","235","13","265","52","50","0","7","40382"
"VA","04100","Chesterfield Fire EMS","2019","Other","41990","409","206","3","253","61","58","0","2","40998"
"VA","04100","Chesterfield Fire EMS","2020","Battery","1","0","0","0","0","1","0","0","0","0"
"VA","04100","Chesterfield Fire EMS","2020","Other","40766","349","184","3","193","60","59","1","1","39916"
"VA","04100","Chesterfield Fire EMS","2021","Other","46438","314","171","1","264","73","58","0","4","45553"
"VA","04100","Chesterfield Fire EMS","2022","Battery","3","3","0","0","0","0","0","0","0","0"
"VA","04100","Chesterfield Fire EMS","2022","Other","46994","343","191","1","241","86","58","1","4","46069"
"VA","04100","Chesterfield Fire EMS","2023","Battery","1","0","0","0","1","0","0","0","0","0"
"VA","04100","Chesterfield Fire EMS","2023","Other","47798","332","183","3","322","73","49","0","1","46835"
"WA","17M15","Seattle Fire Dept","2003","Other","2985","105","69","0","14","62","6","0","29","2700"
"WA","17M15","Seattle Fire Dept","2004","Other","3015","505","390","6","315","465","130","4","132","1068"
"WA","17M15","Seattle Fire Dept","2005","Other","2509","391","326","7","200","417","107","5","118","938"
"WA","17M15","Seattle Fire Dept","2006","Battery","1","0","1","0","0","0","0","0","0","0"
"WA","17M15","Seattle Fire Dept","2006","Other","3196","438","371","7","385","525","141","6","94","1229"
"WA","17M15","Seattle Fire Dept","2007","Other","2072","331","254","4","143","279","58","6","65","932"
"WA","17M15","Seattle Fire Dept","2008","Other","2300","382","270","13","183","437","95","5","3","912"
"WA","17M15","Seattle Fire Dept","2009","Battery","2","0","2","0","0","0","0","0","0","0"
"WA","17M15","Seattle Fire Dept","2009","Other","2136","326","238","6","271","427","110","2","1","755"
"WA","17M15","Seattle Fire Dept","2010","Battery","1","0","1","0","0","0","0","0","0","0"
"WA","17M15","Seattle Fire Dept","2010","Other","1616","252","200","2","89","303","56","0","0","714"
"WA","17M15","Seattle Fire Dept","2011","Battery","1","0","1","0","0","0","0","0","0","0"
"WA","17M15","Seattle Fire Dept","2011","Other","1728","289","187","2","143","340","55","4","17","691"
"WA","17M15","Seattle Fire Dept","2012","Other","2018","360","207","6","210","360","72","3","41","759"
"WA","17M15","Seattle Fire Dept","2013","Other","2119","344","214","6","206","410","68","1","56","814"
"WA","17M15","Seattle Fire Dept","2014","Other","2405","358","213","1","218","501","89","6","84","935"
"WA","17M15","Seattle Fire Dept","2015","Other","3088","644","212","4","402","581","93","5","109","1038"
"WA","17M15","Seattle Fire Dept","2016","Other","3116","644","218","12","303","637","107","2","116","1077"
"WA","17M15","Seattle Fire Dept","2017","Other","14660","579","266","10","354","644","101","2","136","12568"
"WA","17M15","Seattle Fire Dept","2018","Battery","1","0","1","0","0","0","0","0","0","0"
"WA","17M15","Seattle Fire Dept","2018","Other","13903","601","192","16","315","763","120","4","104","11788"
"WA","17M15","Seattle Fire Dept","2019","Battery","1","1","0","0","0","0","0","0","0","0"
"WA","17M15","Seattle Fire Dept","2019","Other","17223","600","217","17","243","1039","166","0","125","14816"
"WA","17M15","Seattle Fire Dept","2020","Battery","1","1","0","0","0","0","0","0","0","0"
"WA","17M15","Seattle Fire Dept","2020","Other","14335","655","211","22","194","1485","162","0","106","11500"
"WA","17M15","Seattle Fire Dept","2021","Battery","1","0","0","0","0","0","0","0","1","0"
"WA","17M15","Seattle Fire Dept","2021","Other","19958","933","276","55","374","2756","236","8","158","15162"
"WA","17M15","Seattle Fire Dept","2022","Battery","12","6","1","0","0","0","3","0","2","0"
"WA","17M15","Seattle Fire Dept","2022","Other","22107","1268","276","67","355","2986","172","3","110","16870"
"WA","17M15","Seattle Fire Dept","2023","Battery","3","0","0","0","0","0","1","0","2","0"
"WA","17M15","Seattle Fire Dept","2023","Other","22759","1233","252","39","487","3061","160","1","146","17380"
"WA","27D06","Pierce6 Central Pierce","2002","Other","11682","260","121","17","157","121","7","1","23","10975"
"WA","27D06","Pierce6 Central Pierce","2003","Other","13751","294","149","19","261","117","14","1","31","12865"
"WA","27D06","Pierce6 Central Pierce","2004","Other","1164","244","118","16","160","88","16","0","34","488"
"WA","27D06","Pierce6 Central Pierce","2005","Other","1201","246","116","15","115","97","13","0","39","560"
"WA","27D06","Pierce6 Central Pierce","2006","Other","1484","251","117","7","174","97","20","2","34","782"
"WA","27D06","Pierce6 Central Pierce","2007","Other","1004","259","106","12","99","93","11","0","24","400"
"WA","27D06","Pierce6 Central Pierce","2008","Battery","1","1","0","0","0","0","0","0","0","0"
"WA","27D06","Pierce6 Central Pierce","2008","Other","909","227","96","14","98","89","15","0","13","357"
"WA","27D06","Pierce6 Central Pierce","2009","Other","1335","246","122","9","233","89","18","1","34","583"
"WA","27D06","Pierce6 Central Pierce","2010","Other","1270","265","108","9","94","122","19","2","41","610"
"WA","27D06","Pierce6 Central Pierce","2011","Other","844","226","60","2","42","85","8","1","29","391"
"WA","27D06","Pierce6 Central Pierce","2012","Other","736","87","23","6","16","59","6","0","27","512"
"WA","27D06","Pierce6 Central Pierce","2013","Other","16","2","1","0","0","2","1","0","0","10"
"WA","27D06","Pierce6 Central Pierce","2014","Other","674","119","47","7","85","52","5","0","19","340"
"WA","27D06","Pierce6 Central Pierce","2015","Battery","1","0","0","0","0","0","0","0","1","0"
"WA","27D06","Pierce6 Central Pierce","2015","Other","1187","174","77","8","203","77","91","0","12","545"
"WA","27D06","Pierce6 Central Pierce","2016","Battery","1","1","0","0","0","0","0","0","0","0"
"WA","27D06","Pierce6 Central Pierce","2016","Other","1226","225","84","13","95","99","63","1","19","627"
"WA","27D06","Pierce6 Central Pierce","2017","Other","29306","230","88","6","151","115","102","1","34","28579"
"WA","27D06","Pierce6 Central Pierce","2018","Other","29857","211","84","15","143","96","83","1","22","29202"
"WA","27D06","Pierce6 Central Pierce","2019","Battery","1","1","0","0","0","0","0","0","0","0"
"WA","27D06","Pierce6 Central Pierce","2019","Other","31011","202","122","11","131","119","68","0","30","30328"
"WA","27D06","Pierce6 Central Pierce","2020","Battery","1","1","0","0","0","0","0","0","0","0"
"WA","27D06","Pierce6 Central Pierce","2020","Other","29499","182","90","9","139","148","92","1","34","28804"
"WA","27D06","Pierce6 Central Pierce","2021","Other","33708","188","143","8","225","231","24","0","65","32824"
"WA","27D06","Pierce6 Central Pierce","2022","Battery","1","1","0","0","0","0","0","0","0","0"
"WA","27D06","Pierce6 Central Pierce","2022","Other","34978","200","143","6","180","256","31","0","72","34090"
"WA","27D06","Pierce6 Central Pierce","2023","Other","35291","206","141","7","331","271","24","1","73","34237"
"WI","05040","Green Bay Fire Department","2002","Other","6281","130","42","0","26","27","8","0","14","6034"
"WI","05040","Green Bay Fire Department","2003","Other","8795","209","57","1","5","30","10","0","66","8417"
"WI","05040","Green Bay Fire Department","2004","Other","675","178","60","2","46","43","16","0","11","319"
"WI","05040","Green Bay Fire Department","2005","Other","589","145","42","1","57","40","6","0","9","289"
"WI","05040","Green Bay Fire Department","2006","Battery","1","0","1","0","0","0","0","0","0","0"
"WI","05040","Green Bay Fire Department","2006","Other","738","196","64","3","44","38","13","0","17","363"
"WI","05040","Green Bay Fire Department","2007","Other","731","194","63","0","43","50","5","0","6","370"
"WI","05040","Green Bay Fire Department","2008","Battery","1","0","0","0","0","0","0","0","1","0"
"WI","05040","Green Bay Fire Department","2008","Other","475","105","51","0","31","25","3","0","2","258"
"WI","05040","Green Bay Fire Department","2009","Other","458","99","34","2","23","31","6","0","17","246"
"WI","05040","Green Bay Fire Department","2010","Battery","1","0","1","0","0","0","0","0","0","0"
"WI","05040","Green Bay Fire Department","2010","Other","512","108","38","0","9","46","11","0","20","280"
"WI","05040","Green Bay Fire Department","2011","Other","666","138","39","0","15","34","7","1","9","423"
"WI","05040","Green Bay Fire Department","2012","Other","572","101","39","1","33","44","11","0","9","334"
"WI","05040","Green Bay Fire Department","2013","Other","680","163","37","0","15","43","7","0","6","409"
"WI","05040","Green Bay Fire Department","2014","Other","610","143","47","1","21","35","8","0","5","350"
"WI","05040","Green Bay Fire Department","2015","Other","695","144","51","0","24","36","10","0","7","423"
"WI","05040","Green Bay Fire Department","2016","Other","656","126","45","1","14","39","7","0","3","421"
"WI","05040","Green Bay Fire Department","2017","Other","12929","132","50","3","14","30","7","0","5","12688"
"WI","05040","Green Bay Fire Department","2018","Battery","1","1","0","0","0","0","0","0","0","0"
"WI","05040","Green Bay Fire Department","2018","Other","13372","153","41","1","14","25","7","1","9","13121"
"WI","05040","Green Bay Fire Department","2019","Battery","1","1","0","0","0","0","0","0","0","0"
"WI","05040","Green Bay Fire Department","2019","Other","14069","156","44","1","8","14","4","0","2","13840"
"WI","05040","Green Bay Fire Department","2020","Battery","1","1","0","0","0","0","0","0","0","0"
"WI","05040","Green Bay Fire Department","2020","Other","13449","129","40","1","11","30","4","0","2","13232"
"WI","05040","Green Bay Fire Department","2021","Battery","1","1","0","0","0","0","0","0","0","0"
"WI","05040","Green Bay Fire Department","2021","Other","15970","166","42","2","19","17","2","2","2","15718"
"WI","05040","Green Bay Fire Department","2022","Battery","1","1","0","0","0","0","0","0","0","0"
"WI","05040","Green Bay Fire Department","2022","Other","17502","171","43","1","15","31","7","0","5","17229"
"WI","05040","Green Bay Fire Department","2023","Battery","2","2","0","0","0","0","0","0","0","0"
"WI","05040","Green Bay Fire Department","2023","Other","16931","164","52","3","26","21","7","0","8","16650"
