"state","fdid","fd_name","year","month","prop_use","property","casualties","tod","area_orig","room","fire_sprd","city","state_id","zip5","sup_fac","wkt"
"MI","04113","Grandville Fire Department","2022","5","419","1 or 2 family dwelling","No","7","47","Vehicle storage area; garage, carport","4","grandville","mi","49418","","SRID=4326;POINT(-85.75131 42.891639)"
"MI","05606","Station 1","2022","5","569","Professional supplies, services","No","20","05","Entrance way, lobby","2","midland","mi","48642","","SRID=4326;POINT(-84.3178445023211 43.6534210589358)"
"MI","04706","HOWELL AREA FIRE DEPARTMENT","2022","9","965","Vehicle parking area","No","9","82","Cargo/trunk area - all vehicles",NULL,"howell","mi","48843","","SRID=4326;POINT(-83.85332 42.622461)"
"MI","04701","Brighton Area FD","2022","2","419","1 or 2 family dwelling","No","22","47","Vehicle storage area; garage, carport","5","brighton","mi","48116","","SRID=4326;POINT(-83.781342 42.55789)"
"MI","08102","Ann Arbor Township Fire Dept","2022","7","599","Business office","No","2","65","Maintenance shop or area, paint shop or area","1","ann arbor","mi","48105","NNN","SRID=4326;POINT(-83.6754469513149 42.2915167860719)"
"MI","05021","Warren FD","2022","9","629","Laboratory or science lababoratory","Yes","13","60","Equipment or service area, other","1","warren","mi","48093","","SRID=4326;POINT(-83.032976 42.513283)"
"MN","86111","ROCKFORD FIRE DEPT","2022","7","419","1 or 2 family dwelling","No","23","47","Vehicle storage area; garage, carport","4","township of rockford","mn","55373","NNN","SRID=4326;POINT(-93.749308 45.096459)"
"MN","27218","MINNEAPOLIS FIRE DEPT","2022","3","881","Parking garage, (detached residential garage)","No","14","47","Vehicle storage area; garage, carport","4","minneapolis","mn","55406","NNN","SRID=4326;POINT(-93.211839 44.937327)"
"MO","01102","St Joseph Fire Department","2022","1","419","1 or 2 family dwelling","No","10","14","Common room, den, family room, living room, lounge","4","st joseph","mo","64501","NNN","SRID=4326;POINT(-94.840503 39.770979)"
"MN","27125","ROBBINSDALE FIRE DEPT","2022","11","419","1 or 2 family dwelling","No","15","14","Common room, den, family room, living room, lounge","2","robbinsdale","mn","55422","NNN","SRID=4326;POINT(-93.321358 45.017685)"
"MO","05004","Cedar Hill Fire Prot Dist","2022","8","419","1 or 2 family dwelling","No","17","47","Vehicle storage area; garage, carport","2","dittmer","mo","63023","","SRID=4326;POINT(-90.652057 38.312992)"
"MN","69218","DULUTH FIRE DEPT","2022","3","429","Multifamily dwellings","No","13","21","Bedroom - < 5 persons; included are jail or prison","2","duluth","mn","55802","NNN","SRID=4326;POINT(-92.102769 46.786056)"
"MO","01102","St Joseph Fire Department","2022","6","419","1 or 2 family dwelling","No","12","24","Cooking area, kitchen","2","st joseph","mo","64501","NNN","SRID=4326;POINT(-94.853862 39.774863)"
"MS","24001","Biloxi FD","2022","6","429","Multifamily dwellings","No","17","24","Cooking area, kitchen","1","biloxi","ms","39531","NNN","SRID=4326;POINT(-88.983212 30.399992)"
"NC","03423","WinstonSalem Fire","2022","9","579","Motor vehicle or boat sales, services, repair","No","3","65","Maintenance shop or area, paint shop or area","2","winstonsalem","nc","27107","NNN","SRID=4326;POINT(-80.220152 36.070052)"
"NC","06701","BACK SWAMP VOLUNTEER FIRE DEPA","2022","6","419","1 or 2 family dwelling","No","9","21","Bedroom - < 5 persons; included are jail or prison","2","richlands","nc","28574","","SRID=4326;POINT(-77.587129 34.835311)"
"NC","06391","Pinehurst Fire Department Main","2022","8","419","1 or 2 family dwelling","No","18","41","Storage room, area, tank, or bin","2","pinehurst","nc","28374","","SRID=4326;POINT(-79.484076 35.174706)"
"NC","06391","Pinehurst Fire Department Main","2022","12","419","1 or 2 family dwelling","No","21","21","Bedroom - < 5 persons; included are jail or prison","2","pinehurst","nc","28374","","SRID=4326;POINT(-79.500342 35.191657)"
"NC","09203","Cary Fire Department","2022","5","429","Multifamily dwellings","No","5","27","Office","1","cary","nc","27513","","SRID=4326;POINT(-78.781333 35.835637)"
"NC","09003","BEAVER LANE VFD","2022","7","880","Vehicle storage, other","No","19","47","Vehicle storage area; garage, carport","4","marshville","nc","28103","","SRID=4326;POINT(-80.349715 34.944238)"
"NE","09004","Station 1","2022","1","419","1 or 2 family dwelling","No","7","47","Vehicle storage area; garage, carport","2","kear","ne","68845","NNN","SRID=4326;POINT(-99.117261 40.718355)"
"ND","09372","West Fargo Fire Department","2022","6","419","1 or 2 family dwelling","No","14","47","Vehicle storage area; garage, carport","2","west fargo","nd","58078","NNN","SRID=4326;POINT(-96.892038 46.838201)"
"ND","09372","West Fargo Fire Department","2022","8","419","1 or 2 family dwelling","No","20","24","Cooking area, kitchen","2","west fargo","nd","58078","NNN","SRID=4326;POINT(46.873094 -96.863734)"
"NE","59001","Bellevue Vol Fire Dept","2022","9","419","1 or 2 family dwelling","No","8","43","Storage: supplies or tools; dead storage","2","bellevue","ne","68147","","SRID=4326;POINT(-95.939687 41.186672)"
"ND","09372","West Fargo Fire Department","2022","2","419","1 or 2 family dwelling","No","16","47","Vehicle storage area; garage, carport","2","west fargo","nd","58078","NNN","SRID=4326;POINT(-96.912766 46.862166)"
"ND","45080","Dickinson Fire Department","2022","5","419","1 or 2 family dwelling","No","20","21","Bedroom - < 5 persons; included are jail or prison","2","dickinson","nd","58601","","SRID=4326;POINT(-102.794981 46.875748)"
"NJ","09013","NORTH HUDSON REGIONAL FIRE RES","2022","12","429","Multifamily dwellings","No","13","21","Bedroom - < 5 persons; included are jail or prison","1","north bergen","nj","07047","NNN","SRID=4326;POINT(-74.016052 40.797983)"
"NH","01205","Sanbornton Fire Department","2022","12","419","1 or 2 family dwelling","Yes","15","62","Heating room or area, water heater area","4","sanbornton","nh","03269","","SRID=4326;POINT(-71.652042 43.510657)"
"NH","60810","Concord Fire Department","2022","1","459","Residential board and care","No","9","21","Bedroom - < 5 persons; included are jail or prison","2","concord","nh","03303","","SRID=4326;POINT(-71.562025 43.29304)"
"NJ","15047","STAFFORD TWP VOL FIRE CO1","2022","11","557","Personal service, including barber & beauty shops","No","17","01","Corridor, mall","2","stafford","nj","08050","","SRID=4326;POINT(-74.264662 39.697905)"
"NJ","15025","DOVER TOWNSHIP FIRE DEPARTMENT","2022","12","891","Warehouse","No","5","27","Office","2","toms river","nj","08755","","SRID=4326;POINT(-74.266812 39.986231)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","1","429","Multifamily dwellings","Yes","2","24","Cooking area, kitchen","4","new york city","ny","10458","000","SRID=4326;POINT(-73.891336 40.869735)"
"NV","03050","CLARK COUNTY FIRE DEPARTMENT","2022","12","700","Manufacturing, processing","No","1","41","Storage room, area, tank, or bin","2","las vegas","nv","89118","","SRID=4326;POINT(-115.193387 36.078145)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","1","419","1 or 2 family dwelling","No","1","14","Common room, den, family room, living room, lounge","4","new york city","ny","11413","324, 448, 000","SRID=4326;POINT(-73.73524 40.680337)"
"NJ","21040","Blairstown Fire Department","2022","6","419","1 or 2 family dwelling","No","15","21","Bedroom - < 5 persons; included are jail or prison","2","blairstown","nj","07825","000","SRID=4326;POINT(-74.993247 40.986724)"
"NV","13004","PAHRUMP VALLEY FIRE DEPT","2022","11","881","Parking garage, (detached residential garage)","No","15","47","Vehicle storage area; garage, carport","2","pahrump","nv","89060","NNN","SRID=4326;POINT(-116.058764 36.215344)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","1","429","Multifamily dwellings","No","16","14","Common room, den, family room, living room, lounge","2","new york city","ny","10466","NNN","SRID=4326;POINT(-73.861121 40.892507)"
"NV","15050","STOREY COUNTY FIRE DEPARTMENT","2022","5","700","Manufacturing, processing","No","2","40","Storage area, other","1","mccarran","nv","89436","","SRID=4326;POINT(-119.689298 39.604161)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","1","429","Multifamily dwellings","Yes","21","24","Cooking area, kitchen","3","new york city","ny","11232","138, 315","SRID=4326;POINT(-74.001519 40.657873)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","2","160","Eating, drinking places","No","5","15","Sales area, showroom (exclude display window)","3","new york city","ny","11368","NNN","SRID=4326;POINT(-73.857591 40.743817)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","1","429","Multifamily dwellings","No","9","21","Bedroom - < 5 persons; included are jail or prison","4","new york city","ny","10019","324","SRID=4326;POINT(-73.992234 40.763773)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","1","419","1 or 2 family dwelling","No","15","40","Storage area, other","2","new york city","ny","10466","254, 400","SRID=4326;POINT(-73.851363 40.885563)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","5","881","Parking garage, (detached residential garage)","No","19","40","Storage area, other","3","new york city","ny","11373","","SRID=4326;POINT(-73.86778 40.738538)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","3","429","Multifamily dwellings","No","10","40","Storage area, other","4","new york city","ny","11220","125","SRID=4326;POINT(-74.009927 40.637702)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","5","429","Multifamily dwellings","No","5","14","Common room, den, family room, living room, lounge","1","new york city","ny","10002","NNN","SRID=4326;POINT(-73.982398 40.71311)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","3","429","Multifamily dwellings","No","0","24","Cooking area, kitchen","4","new york city","ny","11372","NNN","SRID=4326;POINT(-73.885108 40.748069)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","4","419","1 or 2 family dwelling","No","12","47","Vehicle storage area; garage, carport","4","new york city","ny","10467","NNN","SRID=4326;POINT(-73.863821 40.884577)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","7","429","Multifamily dwellings","No","6","05","Entrance way, lobby","1","new york city","ny","11237","NNN","SRID=4326;POINT(-73.921253 40.697739)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","6","429","Multifamily dwellings","Yes","16","05","Entrance way, lobby","2","new york city","ny","11354","000","SRID=4326;POINT(-73.82297 40.776959)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","6","429","Multifamily dwellings","Yes","7","03","Interior stairway or ramp","1","new york city","ny","11236","NNN","SRID=4326;POINT(-73.916332 40.653086)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","7","429","Multifamily dwellings","No","13","24","Cooking area, kitchen","3","new york city","ny","11102","","SRID=4326;POINT(-73.932156 40.770155)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","7","429","Multifamily dwellings","No","16","09","Egress/exit, other","1","new york city","ny","11220","NNN","SRID=4326;POINT(-74.015408 40.641036)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","6","898","Dock, marina, pier, wharf","No","3","40","Storage area, other","2","new york city","ny","10013","NNN","SRID=4326;POINT(-74.012716 40.719849)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","8","808","Outbuilding or shed","No","15","47","Vehicle storage area; garage, carport","3","new york city","ny","11368","","SRID=4326;POINT(-73.857599 40.750389)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","8","429","Multifamily dwellings","Yes","8","14","Common room, den, family room, living room, lounge","2","new york city","ny","10452","000","SRID=4326;POINT(-73.915479 40.841506)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","7","429","Multifamily dwellings","No","8","46","Chute/container - trash, rubbish, waste",NULL,"new york city","ny","10002","","SRID=4326;POINT(-73.986427 40.718758)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","8","429","Multifamily dwellings","No","5","70","Structural area, other","2","new york city","ny","11103","000","SRID=4326;POINT(-73.907973 40.762604)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","8","161","Restaurant or cafeteria","No","20","10","Assembly or sales area, other","3","new york city","ny","11205","000","SRID=4326;POINT(-73.966301 40.694698)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","9","429","Multifamily dwellings","Yes","10","14","Common room, den, family room, living room, lounge","2","new york city","ny","11213","000","SRID=4326;POINT(-73.938359 40.675217)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","8","881","Parking garage, (detached residential garage)","No","23","47","Vehicle storage area; garage, carport","2","new york city","ny","11691","NNN","SRID=4326;POINT(-73.76191 40.601475)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","9","161","Restaurant or cafeteria","No","22","24","Cooking area, kitchen","2","new york city","ny","11212","NNN","SRID=4326;POINT(-73.920665 40.662766)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","9","429","Multifamily dwellings","No","17","14","Common room, den, family room, living room, lounge","2","new york city","ny","10029","NNN","SRID=4326;POINT(-73.937873 40.791027)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","9","429","Multifamily dwellings","No","3","21","Bedroom - < 5 persons; included are jail or prison","2","new york city","ny","11230","000","SRID=4326;POINT(-73.957192 40.620635)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","9","429","Multifamily dwellings","No","22","14","Common room, den, family room, living room, lounge","2","new york city","ny","10452","000","SRID=4326;POINT(-73.915178 40.840842)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","10","429","Multifamily dwellings","No","10","40","Storage area, other","4","new york city","ny","11207","315, 300","SRID=4326;POINT(-73.887834 40.674494)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","10","429","Multifamily dwellings","Yes","5","80","Vehicle area, other","3","new york city","ny","10463","NNN","SRID=4326;POINT(-73.906719 40.868485)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","10","429","Multifamily dwellings","Yes","23","80","Vehicle area, other","3","new york city","ny","11221","NNN","SRID=4326;POINT(-73.915094 40.687988)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","10","429","Multifamily dwellings","No","8","14","Common room, den, family room, living room, lounge","4","new york city","ny","10040","NNN","SRID=4326;POINT(-73.930999 40.858692)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","11","429","Multifamily dwellings","No","16","00","Other","2","new york city","ny","11218","NNN","SRID=4326;POINT(-73.975679 40.63861)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","11","429","Multifamily dwellings","No","11","14","Common room, den, family room, living room, lounge","2","new york city","ny","10453","NNN","SRID=4326;POINT(-73.923289 40.851193)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","12","429","Multifamily dwellings","Yes","8","62","Heating room or area, water heater area","2","new york city","ny","10453","452","SRID=4326;POINT(-73.914705 40.851533)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","12","419","1 or 2 family dwelling","No","16","02","Exterior stairway, ramp, or fire escape","4","new york city","ny","11435","315","SRID=4326;POINT(-73.813536 40.706839)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","12","429","Multifamily dwellings","No","23","02","Exterior stairway, ramp, or fire escape","1","new york city","ny","10458","NNN","SRID=4326;POINT(-73.890015 40.856522)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","12","UUU","Undetermined","No","14","40","Storage area, other","1","new york city","ny","10469","NNN","SRID=4326;POINT(-73.858381 40.863166)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2022","12","429","Multifamily dwellings","Yes","8","14","Common room, den, family room, living room, lounge","2","new york city","ny","11235","NNN","SRID=4326;POINT(-73.964678 40.581115)"
